"Rank","Cites","Authors","Title","Year","Source","Publisher","DOI","Type","Abstract","ArticleURL","Kesesuaian","CitesPerYear","ISSN","Volume","Issue"
"119","0","Jeimmy Gonzalez-Masis, Rodolfo J Gonzalez-Paz, Yendry Regina Corrales Urena, Simon Guerrero, Sara Gonzalez-Camacho, Nohelia Mora-Ugalde, Monica Baizan-Rojas, Randall Loaiza, Jose Roberto Vega-Baudrit, Jorge M Cubero-Sesin","A Path to the Formation Mechanism of Propolis Nanoparticles, their Cytotoxicity on 3T3 Fibroblasts, Metastatic Murine B16F10 Cells, and their In vivo Irritability in Animals","2025","Anti-cancer agents in medicinal chemistry","","10.2174/0118715206316231250218063957","Journal Article","Natural products, such as propolis, are an important source of biologically active compounds with the potential to treat health disorders. Propolis is a well-known waxy resin recognized for its antimicrobial, immunomodulatory, and cytotoxic effects. In this study, we aimed to clarify the formation mechanism of propolis nanoparticles from the perspective of their stability and chemical composition. By evaluating the light absorption behaviour of the nanoparticles formed in different media and quantifying the polyphenols, we show that they are superficially hydrophobic nanoparticles with the capacity to encapsulate some polar compounds. Biological activity was evaluated by in vitro cell viability performed on NIH/3T3 fibroblasts incubated with 10, 100, and 1000 μg/mL of propolis nanoparticles for 48 hours. The results show that nanoparticles are cytocompatible, with a proliferation effect. In contrast, the results of the viability of metastatic murine B16F10 cells indicate that a dose with a concentration of 5 μg/mL in the cell culture media is sufficient to stop the abnormal cell growth, having an antitumor effect. This effect might be related to the flavonoids present in the propolis nanoparticles. In vivo dermal irritability tests on New Zealand rabbits show that propolis nanoparticles' aqueous dissolution was non-irritant. According to the results obtained from this study, reducing the size of raw propolis down to nanoparticles and dispersing them in water solvents enhance its positive effects. The superficially hydrophobic propolis nanoparticles encapsulate active compounds such as polyphenols and flavonoids, which also confirms their ability to generate selective effects on the cells, depending on their nature.","","Ya","0.00","1875-5992","25","17"
"120","0","Danyal A Siddiqui, Yi-Wen C Tsai, Juliana Giron Bastidas, Marzieh S Jazaeri, Georgios A Kotsakis","Utilizing a naturopathic mouthwash with selective antimicrobial effects against multispecies oral biofilms for prevention of dysbiosis","2025","Frontiers in oral health","","10.3389/froh.2025.1529061","Journal Article","Oral rinses intended for the prevention and treatment of periodontal diseases have traditionally focused on bactericidal effects. This study evaluates the efficacy of a naturopathic mouthwash containing plant attenuations and propolis against common gram- pathogenic and gram+ commensal oral species in comparison to conventional antiseptic oral rinses. Streptoccoccus oralis, Streptococcus gordonii, Veillonella parvula, Fusobacterium nucleatum, and Porphyromonas gingivalis were cultured and treated with naturopathic StellaLife® VEGA® Oral Rinse (SL), 0.12% chlorhexidine gluconate (CHX), LISTERINE® COOL MINT® mouthwash (LIS), or phosphate-buffered saline (PBS) as negative control. Firstly, planktonic bacterial growth was assessed through optical density measurements and colony-forming unit (CFU) counts. Subsequently, a 4-species or clinical ex vivo multispecies biofilm was used to evaluate antibiofilm effects through selective agar plating and fluorescence in situ hybridization (FISH) or live-dead biofilm imaging, respectively. Lastly, cytocompatibility to oral rinses was tested using a 3D human fibroblast spheroid model. SL significantly inhibited the growth of disease-associated F. nucleatum and P. gingivalis 12 and 120 h, respectively, after treatment, while exhibiting lower toxicity toward commensal S. oralis, S. gordonii, and V. parvula vs. LIS or CHX (all p < 0.05). Correspondingly, in 4-species biofilms, selective agar plating and FISH-staining showed decreased abundance of F. nucleatum and P. gingivalis after 4 h recovery following SL treatment vs. PBS control while maintaining a robust commensal biofilm of S. oralis and V. parvula. In contrast, CHX or LIS treatment demonstrated non-selective killing, leading to sparse biofilms with residual F. nucleatum and P. gingivalis. When tested against clinical ex vivo multispecies biofilms, all oral rinses showed significant antibiofilm effects (all p < 0.001), disrupting biofilm structure and reducing bacterial viability. Lastly, 3D human fibroblast spheroids treated with CHX or LIS displayed greater cytotoxicity with detachment of cellular debris from the spheroid mass, while spheroids exposed to SL exhibited minimal cell death with cellular viability maintained across the spheroid structure. The SL homeopathic rinse demonstrated selective action on oral bacteria, preferentially reducing pathogen bacterial load while preserving commensal species with high cytocompatibility. Future validation in human studies is needed to assess its selective antimicrobial activity to maintain a eubiotic oral microbiome and explore broader applications in oral health.","","Ya","0.00","2673-4842","6",""
"121","0","Mahsa Hakimpour Abyaneh, Laura Pompa, Erica Sonaglia, Mohammad Sharbaf, Gianluca Straface, Flavia Iaculli, Alessandro Giuseppe D'Aloia, Alexia Perrone, Gianni Di Giorgio, Patrizia Mancini, Maurizio Bossù, Antonella Polimeni, Hossein Cheraghi Bidsorkhi, Daniela Uccelletti, Maria Laura Santarelli, Maria Sabrina Sarto","A biocompatible propolis pollen and ZnO nanorod composite with antimicrobial and antibiofilm activity","2025","Scientific reports","","10.1038/s41598-025-23077-w","Journal Article","In the context of growing infections, plant-derived natural compounds play a crucial role in the search for new antimicrobial agents, as they offer a diverse array of bioactive molecules. Similarly, nanomaterials, particularly those based on zinc oxide, hold great potential for biomedical applications due to their unique properties. This study evaluates the antimicrobial efficacy of a formulation combining propolis, pollen, and ZnO nanorods (PrPoZnO). SEM and FTIR analysis confirmed ZnO nanorod integration within the propolis-pollen matrix. Antimicrobial testing revealed significant inhibitory effects on Staphylococcus aureus and Pseudomonas aeruginosa, with viability reduction of up to 85% and biofilm inhibition of 50% and 40%, respectively. The PrPoZnO mixture also reduced Candida albicans growth by 90%, inhibited biofilm formation by 60%, and suppressed the yeast-to-hyphae transition, a key virulence factor. Furthermore, the biocompatibility testing of the PrPoZnO mixture in several cell lines demonstrated no cytotoxic effects at the higher concentration, suggesting its potential for safe biomedical applications. In terms of mechanism, PrPoZnO modulated oxidative stress responses, decreasing ROS levels in bacteria while inducing ROS production in C. albicans, suggesting that ZnO nanorods are the key player to induce mechanical damage of microbes. These findings underscore the potential of PrPoZnO as an innovative and biocompatible compound, supporting its suitability for further clinical investigation.","","Ya","0.00","2045-2322","15","1"
"122","0","S B Martins, S C Teixeira, G de Souza, Bader Y Alhatlani, Emad M Abdallah, S R Ambrosio, T S Silva, J K Bastos, M H Tanimoto, B F Barbosa, E A V Ferro, C H G Martins","In vitro assessment of Brazilian red propolis against mycobacteria: antibacterial potency, synergy, inhibition of biofilm formation, and intramacrophage effects","2025","Frontiers in pharmacology","","10.3389/fphar.2025.1630134","Journal Article","Tuberculosis persists as a major global health threat and remains the leading cause of death from infectious disease. Efforts to control the disease are increasingly hampered by the emergence of drug-resistant Mycobacterium tuberculosis strains. At the same time, non-tuberculous mycobacteria are an expanding clinical concern, with few effective therapies available. Brazilian red propolis (BRP) has shown broad-spectrum antibacterial activity, yet its efficacy against mycobacteria is poorly characterized. This study evaluated the in vitro antimycobacterial potential of a crude hydroalcoholic extract of BRP (CHEBRP). Minimum inhibitory concentrations were determined against drug-susceptible and rifampicin-resistant M. tuberculosis strains (M. tuberculosis H37Rv-ATCC 27294, clinical isolate, and rifampicin-resistant clinical isolate; M. kansasii ATCC 12478 and clinical isolate; M. avium ATCC 25291 and clinical isolate). Fractional inhibitory concentration indices were calculated to assess interactions with isoniazid and rifampicin. Biofilm inhibition was measured, and cytotoxicity was assessed in RAW 264.7 macrophages. Intracellular activity was quantified using infected macrophage cultures. CHEBRP exhibited potent activity against most M. tuberculosis strains tested, including rifampicin-resistant strains. Its combination with isoniazid or rifampicin yielded an indifferent interaction, supporting the feasibility of co-administration. CHEBRP significantly inhibited biofilm formation, showed minimal cytotoxicity toward macrophages, and achieved substantial clearance of intracellular bacilli. These in vitro findings highlight CHEBRP as a promising candidate for adjunctive antimycobacterial therapy. Further studies should investigate its in vivo efficacy, pharmacokinetics, and activity against a broader range of mycobacterial species.","","Ya","0.00","1663-9812","16",""
"123","0","Hyeonhwa Kim, Jihye Jung, Young-Bob Yu, Dong-Hyun Choi, Leejin Lim, Heesang Song","Pinocembrin Downregulates Vascular Smooth Muscle Cells Proliferation and Migration Leading to Attenuate Neointima Formation in Balloon-Injured Rats","2025","Biomolecules","","10.3390/biom15091325","Journal Article","The abnormal proliferation and migration of vascular smooth muscle cells (VSMCs) are a primary cause of cardiovascular diseases such as atherosclerosis and restenosis after angioplasty. Pinocembrin (5,7-dihydroxyflavanone, PCB), a natural flavonoid compound found abundantly in propolis, has been reported to have antibacterial, anti-inflammatory, antioxidant, and anticancer effects, and cardiac function improvement in ischemic heart disease. In this study, the protective effects of PCB against the migration and proliferation of VSMCs were investigated. MTT and BrdU assays were performed to estimate the cytotoxicity and cell proliferative activity of PCB, respectively. Rat aortic VSMC migrations and neointima formation were evaluated using wound healing, boyden chamber assays, and in balloon-injured (BI) rat, respectively. PCB suppressed the phosphorylated levels of p38 in PDGF-BB-induced VSMCs followed by reducing the expression of MMP2 and 9. PCB downregulated the expression levels of cell cycle regulatory proteins such as PCNA, CDK2, CDK4, and Cyclin D1. Furthermore, the phosphorylated levels of FAK at Y397 and Y925 sites and the expression levels of FAK-related proteins such as Integrin β1, Paxillin, Talin, and Vinculin were significantly reduced by PCB in PDGF-BB-induced VSMCs. The neointima formation was markedly decreased by PCB administration in the carotid artery of a balloon-injured rat. In conclusion, PCB inhibits the proliferation and migration of VSMCs by stimulation of PDGF-BB through the regulation of the p38 and FAK signaling pathway. Therefore, PCB may be a promising therapeutic candidate for preventing and treating cardiovascular diseases such as atherosclerosis and restenosis.","","Ya","0.00","2218-273X","15","9"
"124","0","Paulina Kazimierczak, Marwa Balaha, Krzysztof Palka, Joanna Wessely-Szponder, Michal Wojcik, Viviana di Giacomo, Barbara De Filippis, Agata Przekora","Macroporous Hydroxyapatite-Based Bone Scaffolds Loaded with CAPE Derivatives: A Strategy to Reduce Oxidative Stress and Biofilm Formation","2025","Materials (Basel, Switzerland)","","10.3390/ma18225074","Journal Article","Caffeic acid phenethyl ester (CAPE), a polyphenol from propolis, is well recognized for its anti-inflammatory, antioxidant, antimicrobial, and osteogenic properties. This study aimed to develop macroporous bone scaffolds composed of a chitosan/agarose matrix reinforced with nanohydroxyapatite and enriched with stable CAPE derivatives to enhance their biomedical potential for applications in bone tissue engineering and regenerative medicine. A comprehensive evaluation of microstructural and biological properties of the produced scaffolds was conducted. The fabricated scaffolds exhibited high porosity (49-60%) with interconnected pores and compressive strength (1.2-1.8 MPa), closely resembling cancellous bone and indicating suitability for bone regeneration. They were biocompatible, promoted osteoblast adhesion, proliferation, and differentiation, and supported apatite deposition on their surfaces, demonstrating strong bioactivity and potential for implant osseointegration. Importantly, the scaffolds did not trigger excessive production of reactive oxygen or nitrogen species, suggesting a low risk of inflammatory responses. Additionally, CAPE-enriched scaffolds inhibited biofilm formation by Staphylococcus aureus and Staphylococcus epidermidis, reducing the risk of implant-associated infections. In summary, these CAPE-modified scaffolds integrate optimal microstructural and biological features, such as reducing oxidative stress and inhibiting biofilm formation, and thus offer a promising strategy for enhancing bone repair and regeneration in clinical applications.","","Ya","0.00","1996-1944","18","22"
"125","0","Valeriy Demchenko, Polina Zaremba, Nataliia Rybalchenko, Svitlana Zahorodnia, Liubov Artiukh, Taras Rybalchenko, Olena Demchenko, Illia Sytnyk, Donghu Zeng, Serhii Kobylinskyi, Lyudmila Goncharenko, Maksym Iurzhenko","Structural peculiarities of the silver-containing nanocomposites based on carboxymethyl cellulose-chitosan polyelectrolyte complexes and their antimicrobial and antiviral applications","2025","Scientific reports","","10.1038/s41598-025-18932-9","Journal Article","Polymer nanocomposites based on polyelectrolyte complexes of carboxymethyl cellulose (CMC)-chitosan of different molecular weights (low, medium, high) and Ag or Ag/Ag2O nanoparticles were formed by reducing Ag+ ions in the polymer matrix using green tea, ginger or propolis extracts. The structural and morphological features, antimicrobial, antiviral and cytotoxic activity of the synthesized samples were investigated. It was found that when silver ions are reduced in polymer systems of CMC-Ag+-low molecular weight chitosan using green tea and ginger extract, Ag/Ag2O nanoparticles are formed, while the use of propolis extract results in the formation of metallic silver nanoparticles. It was found that when using green tea extract, the smallest particles with an average size of ~ 11 nm are formed, and when using ginger and propolis extracts, particles with an average size of ~ 20 and 44 nm are formed, respectively. It was found that silver-containing nanocomposites based on CMC and low molecular weight chitosan exhibit antibacterial activity against microorganisms S. aureus and E. coli and antiviral activity against influenza A virus type (H1N1) and herpes simplex virus type 1. It was shown that the studied nanocomposites did not exhibit cytotoxic activity against MDCK and Vero cells. All undiluted and diluted samples reduce the proportion of live cells by no more than 28.5%.","","Ya","0.00","2045-2322","15","1"
"126","0","Francesca Martina Filannino, Raffaella Soleti, Melania Ruggiero, Maria Ida de Stefano, Maria Antonietta Panaro, Dario Domenico Lofrumento, Teresa Trotta, Angela Bruna Maffione, Tarek Benameur, Antonia Cianciulli, Rosa Calvello, Federico Zoila, Chiara Porro","Chrysin-Loaded Extracellular Vesicles Attenuate LPS-Induced Neuroinflammation in BV2 Microglial Cells In Vitro: A Novel Neuroprotective Strategy","2025","Molecules (Basel, Switzerland)","","10.3390/molecules30153131","Journal Article","Neuroinflammation, driven by activated microglia, contributes to the progression of neurodegenerative diseases. Extracellular vesicles mediate intercellular communication and influence immune responses. Chrysin, a natural flavone found in fruits and propolis, has demonstrated anti-inflammatory effects. This study explored the immunomodulatory potential of chrysin-loaded EVs (EVs-Chry) derived from BV2 microglial cells. BV2 cells were treated with chrysin for 24 h to assess cytotoxicity and proliferation. EVs were isolated from treated and untreated cells, characterized by nanoparticle tracking analysis, and applied to naïve BV2 cells prior to LPS stimulation. Effects on cell morphology, migration, cytokine expression (IL-1β, IL-6), inflammasome activity (caspase-1), and apoptosis-related protein Bcl-xL were investigated. Our results show that EVs-Chry significantly reduced LPS-induced cell proliferation, restored resting microglial morphology, and reduced migratory capacity. Furthermore, co-treatment with EVs-Chry and LPS reduced pro-inflammatory cytokines such as IL-1β, IL-6, and caspase-1 expression while enhancing anti-apoptotic Bcl-xL levels, indicating a shift toward an anti-inflammatory, neuroprotective micro-glial phenotype. Together, our results demonstrated that EVs-Chry have neuroprotective effects on LPS-induced microglial activation and modulate microglial responses to inflammatory stimuli, attenuating pro-inflammatory signaling and promoting cellular homeostasis. These findings support the therapeutic potential of EVs-Chry in the context of neuroinflammatory and neurodegenerative disorders.","","Ya","0.00","1420-3049","30","15"
"127","0","Maryam Akhondi, Zahra Sotoudehnia Korrani, Maryam Mohammad-Sadeghipour, Reza Bahramabadi, Maryam Mohamadi","Anticancer and antibacterial activity of the cellulose nanocrystals modified by cyclodextrin and loaded by propolis","2025","Scientific reports","","10.1038/s41598-025-08622-x","Journal Article","Nanocrystals have great potential as improved drug carriers due to their low cost, high biodegradability, and biocompatibility. Thus, cellulose nanocrystals (CNCs) are particularly suitable for enhanced antibacterial and anticancer therapy. In this research, we report the green synthesis of β-cyclodextrin-functionalized cellulose nanocrystals (β-CD/CNCs) from pistachio shells as a carrier material for propolis, as well as the determination of its antibacterial and anticancer properties. The β-CD/CNCs were characterized using Fourier transform infrared (FTIR) spectroscopy, field emission scanning electron microscopy (FE-SEM), transmission electron microscopy (TEM), and X-ray diffraction (XRD). FTIR analyses indicated the successful attachment of β-cyclodextrin to the cellulose nanocrystals. FE-SEM and TEM images of β-CD/CNCs exhibited rod-shaped morphology, while the XRD pattern revealed the crystal structure of β-CD/CNCs. The chemical composition of the propolis extract was investigated using GC-MS analysis. The incorporation of the propolis extract into the β-CD/CNCs was achieved with 10% encapsulation using the differential weighing method. Subsequently, the antibacterial and anticancer properties of the propolis-loaded β-CD/CNCs were determined. The antibacterial activity was assessed using the disk diffusion method (Kirby-Bauer method) and minimum inhibitory concentration (MIC) determination by the dilution method (DM). The anticancer properties were evaluated using MTT and flow cytometry assays on two liver cell lines (HepG2 and L929). The results demonstrated that the propolis loaded in β-CD/CNCs exhibited better antibacterial and anticancer activity than free propolis. Therefore, β-CD/CNCs can be suggested as a suitable carrier for propolis.","","Ya","0.00","2045-2322","15","1"
"128","0","Roberto Pereira Santos, Jaqueline Daniele Santos Barros, Euzinete Borges Pereira, Karla Gabriela Mota de Oliveira, Gabriel Sousa Brito, Fernanda Farias Costa, Queli Cristina Fidelis, Aramys Silva Reis, Carlos Alexandre Holanda, Richard Pereira Dutra","Brazilian Amazon red propolis as a sustainable resource for the green synthesis of antibacterial silver nanoparticles","2025","Journal of biotechnology","","10.1016/j.jbiotec.2025.05.018","Journal Article","This study investigates the use of Amazon red propolis for the green synthesis of antibacterial silver nanoparticles (AgNPs). A hydroalcoholic propolis extract was fractionated to yield fractions rich in phenolic compounds. High-performance liquid chromatography identified calycosin as a chemical marker, along with liquiritigenin, isoliquiritigenin, and formononetin. The propolis extract and the chloroform fraction inhibited Staphylococcus aureus growth with a bactericidal effect, while for Escherichia coli, a bacteriostatic effect was observed at concentrations below 1000 µg/mL. The AgNPs were characterized by UV-Vis spectroscopy, confirming surface plasmon resonance, and their morphology and size were analyzed using dynamic light scattering and transmission electron microscopy, with elemental composition assessed via energy-dispersive spectroscopy. X-ray diffraction and selected area electron diffraction showed the crystalline structure. Fourier-transform infrared spectra indicated that carboxyl and hydroxyl groups in flavonoids reduce silver ions and contribute to the nanoparticles' chemical stability. The nanoparticles synthesized from the propolis extract showed enhanced antibacterial potential, with efficacy against E. coli (MIC 25 µg/mL, MBC 50 µg/mL) compared to S. aureus (MIC 100 µg/mL, MBC 100 µg/mL), and demonstrated selectivity for Gram-negative bacteria over murine macrophages (CC50 83.92 μg/mL). These nanoparticles exhibited maximum absorption in the UV-Vis region at 418 nm, with a spherical silver core encapsulated by compounds from propolis, hydrodynamic diameter of 252.47 ± 1.42 nm, a zeta potential of -51.80 ± 0.70 mV, and a polydispersity index of 0.218 ± 0.01, indicating high chemical stability. These findings underscore Amazon red propolis as a sustainable resource for developing selective and stable antibacterial agents.","","Ya","0.00","1873-4863","405",""
"129","0","Maria Beatriz Pinto, Patrícia C Pires, Mafalda Correia, Gabriela Moço, Inês Sousa-Oliveira, Maria João Sousa, Ricardo C Calhelha, Miguel Vilas-Boas, Soraia Falcão, Priscila Gava Mazzola, Francisco Veiga, Ana Cláudia Paiva-Santos","Propolis-Loaded Niosomes for Dermopharmaceutic and Cosmetic Applications: Development, Stability, Safety, and In Vitro Bioactivity Studies","2025","ACS pharmacology & translational science","","10.1021/acsptsci.5c00253","Journal Article","Propolis, produced bybees, is composed of several biologically relevant phenolic compounds with known analgesic, anti-inflammatory, antitumor, antioxidant, immunomodulatory, wound healing, and antibacterial effects, having gained significant interest for therapeutic and cosmetic purposes. Niosomes, self-assembled vesicular nanosystems, are highly researched for topical delivery due to providing controlled and sustained release, protecting encapsulated compounds from degradation, improving stability, and having good biocompatibility and biodegradability. This work aimed to develop novel propolis-loaded niosomes with small and homogeneous particle size, high encapsulation efficiency, controlled release, adequate stability, relevant bioactivity, and high safety for topical application, for therapeutic and/or cosmetic purposes. Aided by quality by design (QbD) analysis, niosomes containing Tween 20, Kolliphor RH 40, cetyl alcohol, and/or cholesterol were produced by thin-film hydration followed by extrusion, with small particle size (between 100 and 200 nm), homogeneous distribution (PDI below 0.2), relevant ζ-potential (around -38 mV), good stability both under refrigeration and at room temperature, high encapsulation efficiency (ranging from 78.8 to 87.4%), and a controlled release profile, relevant to ensure prolonged bioactivity at the application site. Adequate concentration-dependent in vitro safety in keratinocytes and fibroblasts (up to 12.5 or 25 μg/mL) was demonstrated as well, with some niosomal formulations also showing a low irritative potential in a HET-CAM test, and relevant in vitro anti-inflammatory potential (IC50 from 14.90 to 17.89 ng/mL). These novel nanoplatforms, containing a nature-derived hydrophobic compound with various relevant bioactivities, could serve as versatile and advantageous formulations in both pharmaceutical and cosmetic contexts of application.","","Ya","0.00","2575-9108","8","7"
"130","0","Nazli Alizadeh, Yasir Q Almajidi, Mastafa H Al-Musawi, Mojtaba Abbasian, Hashim H Al Zuaini, Marjan Ghorbani, Fatemeh Doustdar, Fatemeh Mortazavi Moghadam","Propolis-Infused Electrospun Eudragit/PVP Mats: A Novel Approach for Bioactive and Antibacterial Wound Dressings","2025","Journal of biomedical materials research. Part B, Applied biomaterials","","10.1002/jbm.b.35625","Journal Article","Electrospun mats with varying ratios of Eudragit L-100 (EU) to polyvinylpyrrolidone (PVP) were fabricated and characterized. Morphological analysis (FESEM), fiber diameter distribution, porosity measurements, degradability studies, and water vapor transmission rate (WVTR) assessments indicated that an EU/PVP ratio of 70:30 exhibited optimal properties. Propolis (PRO), known for its antimicrobial, antioxidant, and anti-inflammatory effects, was incorporated into the optimized mats at different weight percentages (5, 10, and 20 wt%). The inclusion of PRO resulted in increased fiber thickness and decreased porosity. PRO-loaded mats exhibited lower degradation rates and slightly enhanced tensile strength compared to the neat EU/PVP mats. A higher PRO content led to a reduction in WVTR, while radical scavenging activity increased to over 40%. Hemocompatibility and biocompatibility were confirmed through hemolysis tests, cell proliferation assays, cell attachment studies, and live/dead staining. Additionally, PRO-loaded mats exhibited antibacterial efficacy against Escherichia coli and Staphylococcus aureus. The sustained release of PRO from the EU/PVP matrix further supports its potential as an effective wound dressing.","","Ya","0.00","1552-4981","113","8"
"131","0","Lauriene Luiza de Souza Munhoz, Jennifer Jullie Pichinelli Noronha, Patrícia Reginato Faccioti, Caio Garcia Barbosa da Silva, Samuel Henrique Gomes de Sá, Severino Matias Alencar, Carlos Eduardo Ambrósio, Carmen Sílvia Favaro-Trindade, Daniele Dos Santos Martins","Red propolis cream and its therapeutic potential for skin lesions caused by burns","2025","Burns : journal of the International Society for Burn Injuries","","10.1016/j.burns.2025.107583","Journal Article","Skin lesions, particularly burns, compromise the skin barrier and require effective treatment to accelerate healing and prevent infections. This study evaluated a topical formulation containing Olivem® 1000 and red propolis, which is rich in flavonoids, phenolic acids, and other bioactive compounds with antioxidant, antimicrobial, and anti-inflammatory properties. Stability tests confirmed that the formulation remained stable under high temperatures, with minimal changes in pH and viscosity, ensuring long-term effectiveness. The microbiological analysis demonstrated potent antimicrobial activity, with no microbial growth detected after 28 days against Staphylococcus aureus and Escherichia coli. In vitro assays on L929 cells revealed a concentration-dependent effect on viability, with cytotoxicity observed above 40 µg/mL (IC₅₀). The scratch assay demonstrated enhanced cell migration, indicating a positive effect on wound closure, while fluorescence microscopy confirmed increased cell proliferation and superoxide dismutase (SOD) levels, suggesting antioxidant protection. In addition, the formulation showed a marked reduction in the expression of pro-inflammatories, such as IL-6 and TNF-α. In vivo, treatment of second-degree burns in Wistar rats with Olivem®1000 and red propolis accelerated wound closure, reduced crust formation, and promoted more organized tissue compared to untreated controls. By day 21, nearly complete regeneration was observed, with a continuous epidermis and increased collagen deposition. Histological analysis revealed enhanced extracellular matrix organization. These findings underscore the formulation's capacity to enhance tissue repair, improve wound quality, thereby suggesting its potential as a preclinical candidate for further studies in the domain of burn treatment.","","Ya","0.00","1879-1409","51","8"
"132","0","Anne Vehlow, Inga Lange, Simon Lagies, Bernd Kammerer, Manuel Pfeifer, Nils Cordes","Cytotoxic and Radiosensitizing Effects of European and African Propolis in 3D Lung Carcinoma Cell Cultures","2024","Anticancer research","","10.21873/anticanres.17306","Journal Article","Natural compounds such as propolis have gained wide popularity in the last decades. While its antibacterial, antiviral, and antifungal properties are well known, the anticancer properties of propolis are just beginning to be appreciated. Herein, we comparatively investigate the cytotoxic and radiosensitizing potential of four different ethanolic propolis extracts originating from three different countries (Germany, Ireland, South Africa) in human lung cancer cell models. Liquid chromatography-mass spectrometry (LC-MS/MS) was applied to characterize the four different propolis extracts. Cytotoxicity and radiation survival were determined by 3D matrix-based clonogenic assays and autophagy was examined by western blotting. We found cytotoxicity in a propolis type-, time- and cell model- dependent manner. In the four ethanolic propolis extracts, Coumaric acid, Caffeic acid phenethyl ester, Pinocembrin and Chrysin presented the major compounds identified. Examining the induction of autophagy using the marker LC3B and autophagy inhibition with chloroquine suggested autophagy to be part of the survival mechanisms upon propolis treatment in a cell model-dependent manner. Combining propolis with X-ray irradiation showed the radiosensitizing potential of propolis in human lung cancer cell models, which clearly presented in a manner dependent on the incubation time of propolis and the cell model treated. Propolis treatment showed cytotoxic and radiosensitizing effects of propolis on human lung cancer cells. Since these effects differ greatly between the four propolis extracts studied and originating from different regions, further studies are urgently needed to differentiate propolis species and their anticancer properties in more detail.","","Ya","0.00","1791-7530","44","11"
"133","0","Thaise Boeing, Beatriz Monteiro Magalhães de Oliveira, Jennyfer Andrea Aldana-Mejía, Gari Vidal Ccana-Ccapatinta, Larissa Venzon, Benhur Judah Cury, Tauani Caroline Santos França, Priscila de Souza, Walter Antônio Roman Junior, Luísa Mota da Silva, Jairo Kenupp Bastos","Brazilian Red Propolis Accelerates Gastric Healing and Reduces Gastric Submucosal Layer Inflammation in Ultrasound-Monitored Rats","2023","Chemistry & biodiversity","","10.1002/cbdv.202200992","Journal Article","Propolis has been used for the treatment of gastric disturbances in folk medicine, nevertheless, the gastric healing effects of Brazilian red propolis have not been unveiled. This study aimed to assess the gastric healing effect of the hydroalcoholic extract of red propolis (HERP) in the acetic acid-induced ulcer model. Rats under acetic acid-induced-ulcer were treated with HERP (100 mg/kg, p.o.) twice a day for seven days. Histological changes, oxidative stress, and inflammatory parameters were analyzed in the gastric tissue. Moreover, the gastric wall thickness was measured by ultrasound. The in vitro cytotoxicity of HERP and cellular migration of fibroblasts were evaluated. The treatment with HERP promoted gastric healing, reducing gastric wall thickness, macroscopic lesion area, and histopathological damages compared to the vehicle. Moreover, HERP reduced oxidative stress and inflammation in the gastric tissue but did not change mucin or collagen levels. HERP did not show signs of toxicity either in vivo or in vitro. HERP displayed a healing effect in vivo by reducing oxidative stress and inflammation. These data contribute to validating the popular use of this product in the treatment of gastric disorders and advance scientific knowledge in the search for new drugs for the management of gastric ulcers.","","Parsial","0.00","1612-1880","20","1"
"134","0","Yordan Yordanov, Denitsa Aluani, Virginia Tzankova, Stanislav Rangelov, Feodor Odzhakov, Alexandar Apostolov, Krassimira Yoncheva","Safety assessment of a newly synthesized copolymer for micellar delivery of hydrophobic caffeic acid phenethyl ester","2020","Pharmaceutical development and technology","","10.1080/10837450.2020.1818259","Journal Article","Caffeic acid phenethyl ester (CAPE), a major pharmacologically active component of poplar type propolis, is known for its proapoptotic, anti-inflammatory, antioxidant, antiviral, and enzyme inhibiting activities. The aim of this study was to perform an in vitro and in vivo safety assessment of a micellar system based on a newly synthesized copolymer, consisting of polyglycidol and poly(allyl glycidyl ether) (C12-PAGE-PG) as a drug delivery platform for CAPE. The in vitro studies on HepG2 and L929 cells by MTT and LDH assays after treatment with the empty and CAPE-loaded micelles showed no cytotoxic effects of the empty micelles and retained cytotoxic activity of CAPE loaded in the micelles. No hemolysis or stimulation of mouse lymphocytes or macrophages was observed in vitro. In vivo hematological, biochemical, and histological assays on rats, treated with the empty (2580 and 5160 µg/kg) or CAPE-loaded (375 and 750 µg CAPE/kg) micelles did not reveal pathological changes of any of the parameters assayed after 14-days' treatment. In conclusion, initial toxicological data characterize C12-PAGE-PG as a non-toxic and promising copolymer for development of micellar drug delivery systems, particularly for a hydrophobic active substance as CAPE.","","Ya","0.00","1097-9867","25","10"
