"Rank","Cites","Authors","Title","Year","Source","Publisher","DOI","Type","Abstract","ArticleURL","Kesesuaian","CitesPerYear","ISSN","Volume","Issue"
"182","0","Jahnavi Mudigonda, Dongyang Xu, Alan Amedi, Brooks A Lane, Daniella Corporan, Vivian Wang, Muralidhar Padala","A Biohybrid Material With Extracellular Matrix Core and Polymeric Coating as a Cell Honing Cardiovascular Tissue Substitute","2022","Frontiers in cardiovascular medicine","","10.3389/fcvm.2022.807255","Journal Article","To investigate the feasibility of a hybrid material in which decellularized pericardial extracellular matrix is functionalized with polymeric nanofibers, for use as a cardiovascular tissue substitute. A cardiovascular tissue substitute, which is gradually resorbed and is replaced by host's native tissue, has several advantages. Especially in children and young adults, a resorbable material can be useful in accommodating growth, but also enable rapid endothelialization that is necessary to avoid thrombotic complications. In this study, we report a hybrid material, wherein decellularized pericardial matrix is functionalized with a layer of polymeric nanofibers, to achieve the mechanical strength for implantation in the cardiovascular system, but also have enhanced cell honing capacity. Pericardial sacs were decellularized with sodium deoxycholate, and polycaprolactone-chitosan fibers were electrospun onto the matrix. Tissue-polymer interaction was evaluated using spectroscopic methods, and the mechanical properties of the individual components and the hybrid material were quantified. In-vitro blood flow loop studies were conducted to assess hemocompatibility and cell culture methods were used to assess biocompatibility. Encapsulation of the decellularized matrix with 70 μm thick matrix of polycaprolactone-chitosan nanofibers, was feasible and reproducible. Spectroscopy of the cross-section depicted new amide bond formation and C-O-C stretch at the interface. An average peel strength of 56.13 ± 11.87 mN/mm2 was measured, that is sufficient to withstand a high shear of 15 dynes/cm2 without delamination. Mechanical strength and extensibility ratio of the decellularized matrix alone were 18,000 ± 4,200 KPa and 0.18 ± 0.03% whereas that of the hybrid was higher at 20,000 ± 6,600 KPa and 0.35 ± 0.20%. Anisotropy index and stiffness of the biohybrid were increased as well. Neither thrombus formation, nor platelet adhesion or hemolysis was measured in the in-vitro blood flow loop studies. Cellular adhesion and survival were adequate in the material. Encapsulating a decellularized matrix with a polymeric nanofiber coating, has favorable attributes for use as a cardiovascular tissue substitute.","","Ya","0.00","2297-055X","9",""
"183","0","Luis Roberto Ruiz-Ramírez, Oskar Álvarez-Ortega, Alejandro Donohue-Cornejo, León Francisco Espinosa-Cristóbal, José Rurik Farias-Mancilla, Carlos A Martínez-Pérez, Simón Yobanny Reyes-López","Poly-ε-Caprolactone-Hydroxyapatite-Alumina (PCL-HA-α-Al2O3) Electrospun Nanofibers in Wistar Rats","2022","Polymers","","10.3390/polym14112130","Journal Article","Biodegradable polymers of natural origin are ideal for the development of processes in tissue engineering due to their immunogenic potential and ability to interact with living tissues. However, some synthetic polymers have been developed in recent years for use in tissue engineering, such as Poly-ε-caprolactone. The nanotechnology and the electrospinning process are perceived to produce biomaterials in the form of nanofibers with diverse unique properties. Biocompatibility tests of poly-ε-caprolactone nanofibers embedded with hydroxyapatite and alumina nanoparticles manufactured by means of the electrospinning technique were carried out in Wistar rats to be used as oral dressings. Hydroxyapatite as a material is used because of its great compatibility, bioactivity, and osteoconductive properties. The PCL, PCL-HA, PCL-α-Al2O3, and PCL-HA-α-Al2O3 nanofibers obtained in the process were characterized by infrared spectroscopy and scanning electron microscopy. The nanofibers had an average diameter of (840 ± 230) nm. The nanofiber implants were placed and tested at 2, 4, and 6 weeks in the subcutaneous tissue of the rats to give a chronic inflammatory infiltrate, characteristic foreign body reaction, which decreased slightly at 6 weeks with the addition of hydroxyapatite and alumina ceramic particles. The biocompatibility test showed a foreign body reaction that produces a layer of collagen and fibroblasts. Tissue loss and necrosis were not observed due to the coating of the material, but a slight decrease in the inflammatory infiltrate occurred in the last evaluation period, which is indicative of the beginning of the acceptance of the tested materials by the organism.","","Parsial","0.00","2073-4360","14","11"
"184","0","Febriyani F R Damanik, Carolien T Rothuizen, Reshma Lalai, Sandhia Khoenkhoen, Clemens van Blitterswijk, Joris I Rotmans, Lorenzo Moroni","Long-Term Controlled Growth Factor Release Using Layer-by-Layer Assembly for the Development of In Vivo Tissue-Engineered Blood Vessels","2022","ACS applied materials & interfaces","","10.1021/acsami.2c05988","Journal Article","The development of a well-designed tissue-engineered blood vessel (TEBV) still remains a challenge. In recent years, approaches in which the host response to implanted biomaterials is used to generate vascular constructs within the patient's body have gained increasing interest. The delivery of growth factors to these in situ-engineered vascular grafts might enhance myofibroblast recruitment and the secretion of essential extracellular matrix proteins, thereby optimizing their functional properties. Layer-by-layer (LbL) coating has emerged as an innovative technology for the controlled delivery of growth factors in tissue engineering applications. In this study, we combined the use of surface-etched polymeric rods with LbL coatings to control the delivery of TGF-β1, PDGF-BB, and IGF-1 and steer the foreign body response toward the formation of a functional vascular graft. Results showed that the regenerated tissue is composed of elastin, glycosaminoglycans, and circumferentially oriented collagen fibers, without calcification or systemic spill of the released growth factors. Functional controlled delivery was observed, whereas myofibroblast-rich tissue capsules were formed with enhanced collagen and elastin syntheses using TGF-β1 and TGF-β1/PDGF-BB releasing rods, when compared to control rods that were solely surface-engineered by chloroform etching. By combining our optimized LbL method and surface-engineered rods in an in vivo bioreactor approach, we could regulate the fate and ECM composition of in situ-engineered vascular grafts to create a successful in vivo vascular tissue-engineered replacement.","","Ya","0.00","1944-8252","14","25"
"185","0","Jakub Litak, Wojciech Czyzewski, Michał Szymoniuk, Bartlomiej Pastuszak, Joanna Litak, Grzegorz Litak, Cezary Grochowski, Mansur Rahnama-Hezavah, Piotr Kamieniak","Hydroxyapatite Use in Spine Surgery-Molecular and Clinical Aspect","2022","Materials (Basel, Switzerland)","","10.3390/ma15082906","Journal Article","Hydroxyapatite possesses desirable properties as a scaffold in tissue engineering: it is biocompatible at a site of implantation, and it is degradable to non-toxic products. Moreover, its porosity enables infiltration of cells, nutrients and waste products. The outcome of hydroxyapatite implantation highly depends on the extent of the host immune response. Authors emphasise major roles of the chemical, morphological and physical properties of the surface of biomaterial used. A number of techniques have been applied to transform the theoretical osteoconductive features of HAp into spinal fusion systems-from integration of HAp with autograft to synthetic intervertebral implants. The most popular uses of HAp in spine surgery include implants (ACDF), bone grafts in posterolateral lumbar fusion and transpedicular screws coating. In the past, autologous bone graft has been used as an intervertebral cage in ACDF. Due to the morbidity related to autograft harvesting from the iliac bone, a synthetic cage with osteoconductive material such as hydroxyapatite seems to be a good alternative. Regarding posterolateral lumbar fusion, it requires the graft to induce new bone growth and reinforce fusion between the vertebrae. Hydroxyapatite formulations have shown good results in that field. Moreover, the HAp coating has proven to be an efficient method of increasing screw fixation strength. It can decrease the risk of complications such as screw loosening after pedicle screw fixation in osteoporotic patients. The purpose of this literature review is to describe in vivo reaction to HAp implants and to summarise its current application in spine surgery.","","Parsial","0.00","1996-1944","15","8"
"186","0","Nansi López-Valverde, Antonio López-Valverde, Marta Paz Cortés, Cinthia Rodríguez, Bruno Macedo De Sousa, Juan Manuel Aragoneses","Bone Quantification Around Chitosan-Coated Titanium Dental Implants: A Preliminary Study by Micro-CT Analysis in Jaw of a Canine Model","2022","Frontiers in bioengineering and biotechnology","","10.3389/fbioe.2022.858786","Journal Article","Surface treatments of Ti in the dental implant industry are performed with the aim of in-creasing its bioactivity and osseointegration capacity. Chitosan (Cht) is a polysaccharide that has been proposed as a promising biomaterial in tissue engineering and bone regeneration, due to its ability to stimulate the recruitment and adhesion of osteogenic progenitor cells. The aim of our preliminary study was to evaluate, by micro-computed tomography (micro-CT), the osseointegration and bone formation around Cht-coated implants and to compare them with conventional surface-etched implants (SLA type). Four im-plants (8.5 mm length × 3.5 mm Ø) per hemiarch, were inserted into the jaws of five dogs, divided into two groups: chitosan-coated implant group (ChtG) and control group (CG). Twelve weeks after surgery, euthanasia was performed, and sectioned bone blocks were obtained and scanned by micro-CT and two bone parameters were measured: bone in contact with the implant surface (BCIS) and peri-implant bone area (PIBA). For BCIS and PIBA statistically significant values were obtained for the ChtG group with respect to CG (p = 0.005; p = 0.014 and p < 0.001 and p = 0.002, respectively). The results, despite the limitations, demonstrated the usefulness of chitosan coatings. However, studies with larger sample sizes and adequate experimental models would be necessary to confirm the results.","","Parsial","0.00","2296-4185","10",""
"187","0","Hae Woon Choi, Jamin Hong, Junhyung Kim, Woonhyeok Jeong, Taehee Jo, Hyoun Wook Lee, Sang Woo Park, Jaehoon Choi","Promotion of dermal tissue engineering in a rat model using a composite 3D-printed scaffold with electrospun nanofibers and recipient-site preconditioning with an external volume expansion device","2022","Journal of biomaterials applications","","10.1177/08853282221080532","Journal Article","We hypothesized that use of a composite three-dimensionally (3D) printed scaffold with electrospun nanofibers in conjunction with recipient-site preconditioning with an external volume expansion (EVE) device would enable successful dermal tissue regeneration of a synthetic polymer scaffold. Cell viability, cell infiltration, extracellular matrix deposition, scaffold contraction, and mRNA expression by dermal fibroblasts cultured on three different scaffolds, namely, 3D-printed scaffold with a collagen coating, 3D-printed scaffold with an electrospun polycaprolactone nanofiber and collagen coating, and 3D-printed scaffold with an electrospun polycaprolactone/collagen nanofiber, were measured. Before scaffold implantation, rats were treated for 2 h with an EVE device to evaluate the effect of this device on the recipient site. Cell proliferation rates were significantly higher on the 3D-printed scaffold with electrospun polycaprolactone nanofiber and collagen coating than on the other scaffolds. In cell invasion studies, the 3D-printed scaffold with electrospun polycaprolactone nanofiber and collagen coating showed better cell integration than the other scaffolds. Under stereomicroscopy, fibroblasts adhered tightly to the electrospun area, and the fibroblasts effectively produced both collagen and elastin. Rat skin treated with an EVE device exhibited increased HIF-1α protein expression and capillary neoformation compared with control skin. Invasion of CD8+ cytotoxic lymphocytes surrounding the scaffold decreased when the recipient site was preconditioned with the EVE device. The composite 3D printed scaffold with electrospun nanofibers provided a favorable environment for proliferation, migration, and extracellular matrix synthesis by fibroblasts. Recipient-site preconditioning with an EVE device allowed for scaffold incorporation with less inflammation due to improved angiogenesis.","","Parsial","0.00","1530-8022","37","1"
"188","0","Apoorva Mathur, Om Prakash Kharbanda, Veena Koul, Amit Kumar Dinda, Mohammad Faiyaz Anwar, Suchita Singh","Fabrication and evaluation of antimicrobial biomimetic nanofiber coating for improved dental implant bioseal: An in vitro study","2022","Journal of periodontology","","10.1002/JPER.21-0255","Journal Article","A weak implant-soft tissue interface may lead to bacterial ingression, breakdown of underlying tissues, and eventually implant failure. This study proposes a surface modification technique of titanium alloy (Ti), using a nano-biopolymer scaffold to enhance soft tissue attachment in dental implants. Gelatin (20% w/v) embedded with 10 ± 2 nm silver nanoparticles (AgNPs) was electrospun to form a gelatin electrospun mat (GEM) scaffold, bonded to Ti alloy surface using chemical surface functionalization. Antimicrobial activity of AgNPs was tested against representative Gram-positive (Staphylococcus aureus) and Gram-negative bacteria (Escherichia coli) at 4, 24, and 48 hours and after embedding in scaffold at 48 hours. Cytotoxicity analysis (MTT assay) was performed using the 3T3 mouse fibroblast cell line at 24 and 72 hours for two groups: control (unmodified Ti disc) and experimental (GEM embedded with AgNPs); and further validated by scanning electron microscopy. The AgNPs-embedded GEM showed good antimicrobial activity at 48 hours, with the AgNPs showing complete (99.99%) inhibition of bacterial colony counts at 24 and 48 hours. Cell viability and proliferation over the GEM modified Ti discs were seen to be significantly increased (P &lt; 0.05) at 72 hours as compared with control. SEM images revealed intimate spreading of fibroblasts, with differentiated cell morphology and pseudopodial processes, indicative of enhanced fibroblastic adhesion, growth, and differentiation over the scaffold. Results show good antifouling properties and biocompatibility of the fabricated coating, making it a promising strategy to reduce postoperative infections and peri-implant diseases in Ti dental implants.","","Ya","0.00","1943-3670","93","10"
"189","0","K Sivaraman, K Muthukumar, C Shanthi","Adhesion and proliferation properties of type I collagen-derived peptide for possible use in skin tissue engineering application","2022","Cell biology international","","10.1002/cbin.11737","Journal Article","The surface properties of three-dimensional scaffolds are improved by coating or covalently linking certain adhesion-promoting proteins or peptides. In the present study, the effect of type I collagen-derived peptide (GKNGDDGEA) on adhesion and proliferation of HaCaT keratinocytes and NIH3T3 murine fibroblast cell lines was studied to assess its suitability for possible skin tissue engineering applications. Cell adhesion and proliferation of HaCaT and NIH3T3 were found to be enhanced by peptide coating. The optimum peptide coating densities to obtain the best cell adhesion and proliferation were found to be 0.827 µmoles/cm2 and 0.62 µmoles/cm2 for HaCaT and NIH3T3, respectively. Cell adhesion, in the presence of anti-integrin α1 antibody, inhibited attachment of NIH3T3 cells indicating the involvement of integrin α1 receptor. However, the attachment of HaCaT cells was not affected by anti-integrin treatment. The higher expression of paxillin confirmed the effect of the peptide in mediating focal adhesion kinases (FAKs) in cell adhesion and proliferation. Gene expression analysis was performed on cell migration proteins like Rho, Rac, Cdc42, integrin receptor α1, and β1, and the extracellular matrix modulating proteins like MMP2, TIMP, and COL1A1 to validate their role on the peptide-mediated cell proliferation. Immunofluorescence analysis showed the distribution and localisation of phospho-FAK on cells cultured on the peptide-coated surfaces. Results support the role of peptides in enhancing cell adhesion and proliferation properties.","","Parsial","0.00","1095-8355","46","3"
"190","0","Nansi López-Valverde, Javier Aragoneses, Antonio López-Valverde, Norberto Quispe-López, Cinthia Rodríguez, Juan Manuel Aragoneses","Effectiveness of biomolecule-based bioactive surfaces, on os-seointegration of titanium dental implants: A systematic review and meta-analysis of in vivo studies","2022","Frontiers in bioengineering and biotechnology","","10.3389/fbioe.2022.986112","Systematic Review","Titanium and alloy osseointegrated implants are used to replace missing teeth; however, some fail and are removed. Modifications of the implant surface with biologically active substances have been proposed. MEDLINE [via Pubmed], Embase and Web of Science were searched with the terms ""titanium dental implants"", ""surface properties"", ""bioactive surface modifications"", ""biomolecules"", ""BMP"", ""antibacterial agent"", ""peptide"", ""collagen"", ""grown factor"", ""osseointegration"", ""bone apposition"", ""osteogenic"", ""osteogenesis"", ""new bone formation"", ""bone to implant contact"", ""bone regeneration"" and ""in vivo studies"", until May 2022. A total of 10,697 references were iden-tified and 26 were included to analyze 1,109 implants, with follow-ups from 2 to 84 weeks. The ARRIVE guidelines and the SYRCLE tool were used to evaluate the methodology and scientific evidence. A meta-analysis was performed (RevMan 2020 software, Cochane Collaboration) with random effects that evaluated BIC at 4 weeks, with subgroups for the different coatings. The heterogeneity of the pooled studies was very high (95% CI, I2 = 99%). The subgroup of BMPs was the most favorable to coating. Surface modification of Ti implants by organic bioactive molecules seems to favor osseointegration in the early stages of healing, but long-term studies are necessary to corroborate the results of the experimental studies.","","Parsial","0.00","2296-4185","10",""
"191","0","Yukimi Kanemoto, Hirofumi Miyaji, Erika Nishida, Saori Miyata, Kayoko Mayumi, Yuto Yoshino, Akihito Kato, Tsutomu Sugaya, Tsukasa Akasaka, Arputharaj Joseph Nathanael, Syama Santhakumar, Ayako Oyane","Periodontal tissue engineering using an apatite/collagen scaffold obtained by a plasma- and precursor-assisted biomimetic process","2022","Journal of periodontal research","","10.1111/jre.12954","Journal Article","In the treatment of severe periodontal destruction, there is a strong demand for advanced scaffolds that can regenerate periodontal tissues with adequate quality and quantity. Recently, we developed a plasma- and precursor-assisted biomimetic process by which a porous collagen scaffold (CS) could be coated with low-crystalline apatite. The apatite-coated collagen scaffold (Ap-CS) promotes cellular ingrowth within the scaffold compared to CS in rat subcutaneous tissue. In the present study, the osteogenic activity of Ap-CS was characterized by cell culture and rat skull augmentation tests. In addition, the periodontal tissue reconstruction with Ap-CS in a beagle dog was compared to that with CS. The plasma- and precursor-assisted biomimetic process was applied to CS to obtain Ap-CS with a low-crystalline apatite coating. The effects of apatite coating on the scaffold characteristics (i.e., surface morphology, water absorption, Ca release, protein adsorption, and enzymatic degradation resistance) were assessed. Cyto-compatibility and the osteogenic properties of Ap-CS and CS were assessed in vitro using preosteoblastic MC3T3-E1 cells. In addition, we performed in vivo studies to evaluate bone augmentation and periodontal tissue reconstruction with Ap-CS and CS in a rat skull and canine furcation lesion, respectively. As previously reported, the plasma- and precursor-assisted biomimetic process generated a low-crystalline apatite layer with a nanoporous structure that uniformly covered the Ap-CS surface. Ap-CS showed significantly higher water absorption, Ca release, lysozyme adsorption, and collagenase resistance than CS. Cell culture experiments revealed that Ap-CS was superior to CS in promoting the osteoblastic differentiation of MC3T3-E1 cells while suppressing their proliferation. Additionally, Ap-CS significantly promoted (compared to CS) the augmentation of the rat skull bone and showed the potential to regenerate alveolar bone in a dog furcation defect. Ap-CS fabricated by the plasma- and precursor-assisted biomimetic process provided superior promotion of osteogenic differentiation and bone neoformation compared to CS.","","Parsial","0.00","1600-0765","57","1"
"192","0","Chanutchamon Sutthiwanjampa, Byung Ho Shin, Na Eun Ryu, Shin Hyuk Kang, Chan Yeong Heo, Hansoo Park","Assessment of human adipose-derived stem cell on surface-modified silicone implant to reduce capsular contracture formation","2022","Bioengineering & translational medicine","","10.1002/btm2.10260","Journal Article","Medical devices made from poly(dimethylsiloxane) (PDMS)-based silicone implants have been broadly used owing to their inert properties, biocompatibility, and low toxicity. However, long-term implantation is usually associated with complications, such as capsular contracture due to excessive local inflammatory response, subsequently requiring implant removal. Therefore, modification of the silicone surface to reduce a risk of capsular contracture has attracted increasing attention. Human adipose-derived stem cells (hASCs) are known to provide potentially therapeutic applications for tissue engineering, regenerative medicine, and reconstructive surgery. Herein, hASCs coating on a PDMS (hASC-PDMS) or itaconic acid (IA)-conjugated PDMS (hASC-IA-PDMS) surface is examined to determine its biocompatibility for reducing capsular contracture on the PDMS surface. In vitro cell cytotoxicity evaluation showed that hASCs on IA-PDMS exhibit higher cell viability than hASCs on PDMS. A lower release of proinflammatory cytokines is observed in hASC-PDMS and hASC-IA-PDMS compared to the cells on plate. Multiple factors, including in vivo mRNA expression levels of cytokines related to fibrosis; number of inflammatory cells; number of macrophages and myofibroblasts; capsule thickness; and collagen density following implantation in rats for 60 days, indicate that incorporated coating hASCs on PDMSs most effectively reduces capsular contracture. This study demonstrates the potential of hASCs coating for the modification of PDMS surfaces in enhancing surface biocompatibility for reducing capsular contracture of PDMS-based medical devices.","","Parsial","0.00","2380-6761","7","1"
"193","0","N N Zurita-Méndez, G Carbajal-De la Torre, M V Flores-Merino, M A Espinosa-Medina","Development of Bioactive Glass-Collagen-Hyaluronic Acid-Polycaprolactone Scaffolds for Tissue Engineering Applications","2022","Frontiers in bioengineering and biotechnology","","10.3389/fbioe.2022.825903","Journal Article","In this work, bioactive glass (BG) particles synthesized by a sol-gel method, hyaluronic acid (HYA) and collagen (COL) extracted from chicken eggshell membrane (ESM), and as-purchased polycaprolactone (PCL) were used to obtain a novel bioactive scaffold using the gel-pressing technique. Two composite mixtures in weight percent were obtained and identified as SCF-1 and SCF-2, and were characterized by using FTIR, XRD, and SEM techniques. Subsequently, the composite materials applied as coatings were evaluated in simulated body fluid solutions using electrochemical techniques. The results of bioactivity and biodegradability evaluations, carried out by immersing in simulated body fluid and phosphate-buffered saline solution, showed that the SCF-1 sample presented the best biocompatibility. In accordance with the potentiodynamic results, the 316L-SS and the SCF-1-coated SS showed a very similar corrosion potential (Ecorr ), around -228 mV, and current density (icorr ) values in close proximity, while the SCF-2-coated SS showed more positive Ecorr around -68 mV and lower icorr value in one order of magnitude. These results agree with those obtained by electrochemical impedance spectroscopy, which show a corrosion mechanism governed by activation and finite diffusion through the porous layer. In addition, results were complemented by dynamic compression testing under oscillating forces to identify the developed scaffolds' response under external forces, where the SCF-1 scaffold presented a maximum compression. The degradation resistance, bioactivity, and mechanically obtained measurements provided interesting results for potential further studies in tissue engineering.","","Parsial","0.00","2296-4185","10",""
"194","0","Simon Guette-Marquet, Régine Basseguy, Christine Roques, Alain Bergel","The electrochemical potential is a key parameter for cell adhesion and proliferation on carbon surface","2022","Bioelectrochemistry (Amsterdam, Netherlands)","","10.1016/j.bioelechem.2021.108045","Journal Article","The Nernst potential of the support/cell interface is suspected to play a key role in cell adhesion and proliferation. However, the studies that have addressed this topic have generally varied the electrochemical potential of the interface by comparing different materials or by varying the chemical composition of the surface coating. It is consequently hard to definitively separate the actual effect of the potential from possible side-effects due to differences in the surface composition or topography. Here, a 3-electrode set-up was used to apply different values of potential to identical carbon electrodes. Potentials were applied in the range -200 to 400 mV vs. silver pseudo-reference (SPR), i.e. 90 to 690 mV/SHE, to screen-printed carbon electrodes used to grow Vero or Raw 264.7 cell lines. Values up to 200 mV/SPR prohibited cell adhesion and even caused detachment of cells that were previously adhered. The value of 400 mV/DRP allowed cell adhesion and proliferation, leading to confluent and sometimes very compact mats. The zero charge potential, measured around 200 mV/DRP, showed that the drastic effect of the applied potential was probably due to the negative/positive switch of the surface charge.","","Parsial","0.00","1878-562X","144",""
"195","0","Farshad Amiri, Melika Babaei, Nima Jamshidi, Maria Agheb, Mohammad Rafienia, Mohammad Kazemi","Fabrication and assessment of a novel hybrid scaffold consisted of polyurethane-gellan gum-hyaluronic acid-glucosamine for meniscus tissue engineering","2022","International journal of biological macromolecules","","10.1016/j.ijbiomac.2022.01.091","Journal Article","The meniscus has inadequate intrinsic regenerative capacity and its damage can lead to degeneration of articular cartilage. Meniscus tissue engineering aims to restore an injured meniscus followed by returning its normal function through bioengineered scaffolds. In the present study, the structural and biological properties of 3D-printed polyurethane (PU) scaffolds dip-coated with gellan gum (GG), hyaluronic acid (HA), and glucosamine (GA) were investigated. The optimum concentration of GG was 3% (w/v) with maintaining porosity at 88.1%. The surface coating of GG-HA-GA onto the PU scaffolds increased the compression modulus from 30.30 kPa to 59.10 kPa, the water uptake ratio from 27.33% to 60.80%, degradation rate from 5.18% to 8.84%, whereas the contact angle was reduced from 104.8° to 59.3°. MTT assay, acridine orange/ethidium bromide (AO/EB) fluorescent staining, and SEM were adopted to assess the behavior of the seeded chondrocytes on scaffolds, and it was found that the ternary surface coating stimulated the cell proliferation, viability, and adhesion. Moreover, the coated scaffolds showed higher expression levels of collagen II and aggrecan genes at day 7 compared to the control groups. Therefore, the fabricated PU-3% (w/v) GG-HA-GA scaffold can be considered as a promising scaffold for meniscus tissue engineering.","","Parsial","0.00","1879-0003","203",""
"196","0","Chong-You Chen, Pei-Hsuan Tsai, Ya-Hui Lin, Chien-Yu Huang, Johnson H Y Chung, Guan-Yu Chen","Controllable graphene oxide-based biocompatible hybrid interface as an anti-fibrotic coating for metallic implants","2022","Materials today. Bio","","10.1016/j.mtbio.2022.100326","Journal Article","In tissue engineering, foreign body reactions (FBRs) that may occur after the insertion of medical implants are a considerable challenge. Materials currently used in implants are mainly metals that are non-organic, and the lack of biocompatibility and absence of immune regulations may lead to fibrosis after long periods of implantation. Here, we introduce a highly biocompatible hybrid interface of graphene oxide (GO) and collagen type I (COL-I), where the topological nanostructure can effectively inhibit the differentiation of fibroblasts into myofibroblasts. The structure and roughness of this coating interface can be easily adjusted at the nanoscale level through changes in the GO concentration, thereby effectively inducing the polarization of macrophages to the M1 state without producing excessive amounts of pro-inflammatory factors. Compared to nanomaterials or the extracellular matrix as an anti-fibrotic interface, this hybrid bio-interface has superior mechanical strength, physical structures, and high inflammation. Evidenced by inorganic materials such as glass, titanium, and nitinol, GO-COL shows great potential for use in medical implants and cell-material interfaces.","","Ya","0.00","2590-0064","15",""
"197","0","Pinar Alpaslan Erturk, Sevde Altuntas, Gulseren Irmak, Fatih Buyukserin","Bioinspired Collagen/Gelatin Nanopillared Films as a Potential Implant Coating Material","2022","ACS applied bio materials","","10.1021/acsabm.2c00633","Journal Article","Collagen-based Sharpey's fibers are naturally located between alveolar bone and tooth, and they have critical roles in a well-functioning tooth such as mechanical stability, facile differentiation, and disease protection. The success of Sharpey's fibers in these important roles is due to their unique location, vertical alignment with respect to tooth surface, as well as their micronanofiber architecture. Inspired by these structures, herein, we introduce the use of nanoporous anodic aluminum oxide molds in a drop-casting setup to fabricate biopolymeric films possessing arrays of uniform Collagen:Gelatin (Col:Gel) nanopillars. Obtained structures have diameters of ∼90 nm and heights of ∼300 nm, yielding significantly higher surface roughness values compared to their flat counterparts. More importantly, the nanostructures were parallel to each other but perpendicular to the underlying film surface imitating the natural collagenous structures of Sharpey's fibers regarding nanoscale morphology, geometrical orientation, as well as biochemical content. Viability testing showed that the nanopillared Col:Gel films have high cell viabilities (over 90%), and they display significantly improved attachment (ca. ∼ 2 times) and mineralization for Saos-2 cells when compared to flat Col:Gel films and Tissue Culture Polystyrene (TCPS) controls, plausibly due to their largely increased surface roughness and area. Hence, such Sharpey's fiber-inspired bioactive nanopillared Col:Gel films can be used as a dental implant coating material or tissue engineering platform with enhanced cellular and osteogenic properties.","","Ya","0.00","2576-6422","5","10"
"198","0","Chengzhao Tu, Yuanguo Zhang, Yonghao Xiao, Yuehao Xing, Yuhao Jiao, Xue Geng, Aiying Zhang, Lin Ye, Yongquan Gu, Zengguo Feng","Hydrogel-complexed small-diameter vascular graft loaded with tissue-specific vascular extracellular matrix components used for tissue engineering","2022","Biomaterials advances","","10.1016/j.bioadv.2022.213138","Journal Article","Tissue engineering is thought to the most promising strategy to develop successful small diameter vascular grafts (SDVG) to meet clinical demand. The introduction of natural substances into the SDVG made from synthetic biomaterials can improve the biocompatibility to promote the regeneration of SDVG in vivo. Due to that natural materials from different sources may have property deviation, it is vital to determine the source of natural materials to optimize SDVG fabrication for tissue engineering applications. In this study, bioactive SDVGs were prepared via coating of heparin-modified poly-(ε-caprolactone) scaffolds with a precursor solution containing vascular extracellular matrix (VECM) components and subsequent in situ gelation. The mechanical properties, degradation behaviors, and morphologies of the SDVGs were thoroughly characterized and evaluated. Cell experiments demonstrated the in vitro tissue specificity of the VECM that could promote the proliferation of endothelial cells better than skin-derived collagen. Furthermore, three types of SDVGs, SDVGs with blank hydrogel, SDVGs with skin-derived collagen, and SDVGs with vascular extracellular matrix (VECM-SDVGs), were implanted into the abdominal aorta of rats for one month. The explanted SDVGs were then comprehensively evaluated using hematoxylin and eosin, Masson, von Kossa staining, and immunohistochemical staining for CD31, α-SMA, and MHC. The results showed that the VECM-SDVGs showed the best endothelium regeneration, appropriate intima regeneration, and no calcification, indicating the in vivo specificity of the fabricated VECM-SDVGs. Thus, long-term implantation of VECM-SDVGs was performed. The results showed that a complete endothelial layer formed after 6 months of implantation, and the amount of contractile SMCs in the regenerative smooth muscle layer approached the amount of native aorta at the 12th month. Consequently, relying on vascular tissue specificity, VECM-SDVGs can modulate the regenerative behavior of the implanted SDVGs in vivo to achieve satisfactory vascular regeneration both in short- and long-term implantation.","","Parsial","0.00","2772-9508","142",""
"199","0","Alessondra T Speidel, Phillip R A Chivers, Christopher S Wood, Derrick A Roberts, Inês P Correia, April S Caravaca, Yu Kiu Victor Chan, Catherine S Hansel, Johannes Heimgärtner, Eliane Müller, Jill Ziesmer, Georgios A Sotiriou, Peder S Olofsson, Molly M Stevens","Tailored Biocompatible Polyurethane-Poly(ethylene glycol) Hydrogels as a Versatile Nonfouling Biomaterial","2022","Advanced healthcare materials","","10.1002/adhm.202201378","Journal Article","Polyurethane-based hydrogels are relatively inexpensive and mechanically robust biomaterials with ideal properties for various applications, including drug delivery, prosthetics, implant coatings, soft robotics, and tissue engineering. In this report, a simple method is presented for synthesizing and casting biocompatible polyurethane-poly(ethylene glycol) (PU-PEG) hydrogels with tunable mechanical properties, nonfouling characteristics, and sustained tolerability as an implantable material or coating. The hydrogels are synthesized via a simple one-pot method using commercially available precursors and low toxicity solvents and reagents, yielding a consistent and biocompatible gel platform primed for long-term biomaterial applications. The mechanical and physical properties of the gels are easily controlled by varying the curing concentration, producing networks with complex shear moduli of 0.82-190 kPa, similar to a range of human soft tissues. When evaluated against a mechanically matched poly(dimethylsiloxane) (PDMS) formulation, the PU-PEG hydrogels demonstrated favorable nonfouling characteristics, including comparable adsorption of plasma proteins (albumin and fibrinogen) and significantly reduced cellular adhesion. Moreover, preliminary murine implant studies reveal a mild foreign body response after 41 days. Due to the tunable mechanical properties, excellent biocompatibility, and sustained in vivo tolerability of these hydrogels, it is proposed that this method offers a simplified platform for fabricating soft PU-based biomaterials for a variety of applications.","","Parsial","0.00","2192-2659","11","21"
